region	chr	midPos	Nsites
(986,2093)(728060,745006)(700000,750000)	JASDQU010736136.1	725000	1109	0.250006
(2094,4404)(827420,830126)(800000,850000)	JASDQU010736136.1	825000	2312	0.724608
(4405,5475)(905540,906640)(900000,950000)	JASDQU010736136.1	925000	1072	0.721139
(644,1002)(152447,152976)(150000,200000)	JASDQU010736149.1	175000	360	0.171907
(331,677)(222429,222855)(200000,250000)	JASDQU010736150.1	225000	348	0.143327
(678,710)(386369,386416)(350000,400000)	JASDQU010736150.1	375000	34	0.162389
(27,100)(188286,188361)(150000,200000)	JASDQU010736156.1	175000	75	0.079138
(2437,2441)(70254,70258)(50000,100000)	JASDQU010736163.1	75000	6	0.043683
(1107,1340)(137211,137456)(100000,150000)	JASDQU010736164.1	125000	235	0.483572
(821,2881)(275331,285816)(250000,300000)	JASDQU010736169.1	275000	2062	0.557388
(2882,3488)(342835,349564)(300000,350000)	JASDQU010736169.1	325000	608	0.006277
(3489,4042)(486361,486916)(450000,500000)	JASDQU010736169.1	475000	555	0.195007
(4043,5059)(737840,738857)(700000,750000)	JASDQU010736169.1	725000	1018	0.267493
(180,495)(219628,220764)(200000,250000)	JASDQU010736171.1	225000	317	0.121145
(114,697)(251131,251948)(250000,300000)	JASDQU010736179.1	275000	585	0.027202
(2813,3400)(264788,265380)(250000,300000)	JASDQU010736186.1	275000	589	0.366351
(138,1905)(134178,137865)(100000,150000)	JASDQU010736195.1	125000	1769	0.295931
(403,409)(231400,231406)(200000,250000)	JASDQU010736205.1	225000	8	0.103308
(323,358)(186459,186576)(150000,200000)	JASDQU010736208.1	175000	37	0.100044
(82,345)(93315,93687)(50000,100000)	JASDQU010736227.1	75000	265	0.189713
(346,440)(222228,224654)(200000,250000)	JASDQU010736227.1	225000	96	0.013584
(441,509)(368817,368887)(350000,400000)	JASDQU010736227.1	375000	70	0.068762
(510,841)(410596,410941)(400000,450000)	JASDQU010736227.1	425000	333	0.582014
(2486,2642)(201188,201344)(200000,250000)	JASDQU010736233.1	225000	158	0.213260
(324,884)(60426,84642)(50000,100000)	JASDQU010736234.1	75000	562	0.031431
(180,1718)(164325,199999)(150000,200000)	JASDQU010736236.1	175000	1540	0.188684
(1719,1758)(200000,200039)(200000,250000)	JASDQU010736236.1	225000	41	0.014191
(1531,1571)(197288,197340)(150000,200000)	JASDQU010736242.1	175000	42	0.051940
(764,1585)(418860,446078)(400000,450000)	JASDQU010736254.1	425000	823	0.828044
(277,1008)(82991,85493)(50000,100000)	JASDQU010736260.1	75000	733	0.280924
(3724,7902)(50000,64951)(50000,100000)	JASDQU010736264.1	75000	4180	0.511506
(690,2195)(262802,282357)(250000,300000)	JASDQU010736274.1	275000	1507	0.139992
(2196,3131)(374374,390003)(350000,400000)	JASDQU010736274.1	375000	937	0.263578
(3132,3667)(401169,401788)(400000,450000)	JASDQU010736274.1	425000	537	0.069334
(220,503)(265232,286737)(250000,300000)	JASDQU010736277.1	275000	285	0.046112
(1339,2045)(207681,208396)(200000,250000)	JASDQU010736279.1	225000	708	0.258191
(724,875)(191535,191840)(150000,200000)	JASDQU010736286.1	175000	153	0.031476
(2384,3113)(165545,170904)(150000,200000)	JASDQU010736304.1	175000	731	0.015714
(3114,3307)(228182,233892)(200000,250000)	JASDQU010736304.1	225000	195	0.000820
(540,655)(146162,146277)(100000,150000)	JASDQU010736305.1	125000	117	0.050066
(656,893)(248576,248883)(200000,250000)	JASDQU010736305.1	225000	239	0.039937
(894,2811)(377051,394425)(350000,400000)	JASDQU010736305.1	375000	1919	0.292708
(75,268)(249717,249911)(200000,250000)	JASDQU010736306.1	225000	195	0.085040
(269,712)(254818,258576)(250000,300000)	JASDQU010736306.1	275000	445	0.093073
(395,1228)(50235,93308)(50000,100000)	JASDQU010736307.1	75000	835	0.306042
(2311,2911)(99397,99999)(50000,100000)	JASDQU010736308.1	75000	602	0.927175
(2912,2912)(100001,100001)(100000,150000)	JASDQU010736308.1	125000	2	0.056810
(137,411)(194485,194844)(150000,200000)	JASDQU010736309.1	175000	276	0.085681
(5087,6259)(298819,299999)(250000,300000)	JASDQU010736322.1	275000	1174	0.727979
(491,2653)(55608,85771)(50000,100000)	JASDQU010736332.1	75000	2164	0.416421
(2654,4077)(328975,330465)(300000,350000)	JASDQU010736332.1	325000	1425	0.696459
(81,431)(381095,381447)(350000,400000)	JASDQU010736339.1	375000	352	0.721162
(1111,1362)(63890,64143)(50000,100000)	JASDQU010736342.1	75000	253	0.121960
(403,803)(87770,89937)(50000,100000)	JASDQU010736343.1	75000	402	0.026076
(102,128)(164627,164662)(150000,200000)	JASDQU010736346.1	175000	28	0.066429
(412,1119)(90424,91243)(50000,100000)	JASDQU010736347.1	75000	709	0.282808
(401,1741)(69683,74760)(50000,100000)	JASDQU010736349.1	75000	1342	0.395247
(390,1509)(162453,182777)(150000,200000)	JASDQU010736352.1	175000	1121	0.312253
(1510,1651)(231697,232050)(200000,250000)	JASDQU010736352.1	225000	143	0.105648
(174,175)(50878,50880)(50000,100000)	JASDQU010736363.1	75000	3	0.067983
(420,547)(282729,282865)(250000,300000)	JASDQU010736368.1	275000	129	0.011115
(534,703)(197015,197262)(150000,200000)	JASDQU010736377.1	175000	171	0.067078
(5574,5686)(338445,338574)(300000,350000)	JASDQU010736381.1	325000	114	0.084427
(657,1553)(302310,309301)(300000,350000)	JASDQU010736387.1	325000	898	0.319435
(114,374)(240057,240405)(200000,250000)	JASDQU010736392.1	225000	262	0.117278
(124,536)(625612,626026)(600000,650000)	JASDQU010736402.1	625000	414	0.027068
(1083,3280)(50000,52278)(50000,100000)	JASDQU010736405.1	75000	2199	0.516265
(1310,1419)(202576,212911)(200000,250000)	JASDQU010736418.1	225000	111	0.072335
(1420,2281)(390780,391915)(350000,400000)	JASDQU010736418.1	375000	863	0.166352
(1930,2208)(87634,87953)(50000,100000)	JASDQU010736421.1	75000	280	0.207942
(106,480)(210796,241698)(200000,250000)	JASDQU010736425.1	225000	376	0.056646
(481,663)(260940,261127)(250000,300000)	JASDQU010736425.1	275000	184	0.158892
(381,599)(270298,270773)(250000,300000)	JASDQU010736428.1	275000	220	0.040086
(600,709)(366836,368254)(350000,400000)	JASDQU010736428.1	375000	111	0.084360
(710,711)(430058,430059)(400000,450000)	JASDQU010736428.1	425000	3	0.057076
(1497,2098)(137133,145831)(100000,150000)	JASDQU010736438.1	125000	603	0.178101
(590,1262)(125680,129323)(100000,150000)	JASDQU010736441.1	125000	674	0.191669
(986,4505)(58712,64546)(50000,100000)	JASDQU010736446.1	75000	3521	0.375241
(4506,13575)(264183,275374)(250000,300000)	JASDQU010736446.1	275000	9071	0.701041
(13576,14199)(398985,399610)(350000,400000)	JASDQU010736446.1	375000	625	0.262409
(145,156)(215919,215932)(200000,250000)	JASDQU010736454.1	225000	13	0.081362
(157,204)(269790,269991)(250000,300000)	JASDQU010736454.1	275000	49	0.086291
(205,737)(308572,309115)(300000,350000)	JASDQU010736454.1	325000	534	0.148144
(1027,1029)(200775,200777)(200000,250000)	JASDQU010736455.1	225000	4	0.053642
(9,257)(176743,177106)(150000,200000)	JASDQU010736459.1	175000	250	0.466710
(374,387)(106828,106846)(100000,150000)	JASDQU010736472.1	125000	15	0.294308
(388,650)(197383,197656)(150000,200000)	JASDQU010736472.1	175000	264	0.950458
(87,765)(103947,106483)(100000,150000)	JASDQU010736490.1	125000	680	0.293230
(731,2203)(502428,527345)(500000,550000)	JASDQU010736499.1	525000	1474	0.079224
(2204,2675)(562949,563424)(550000,600000)	JASDQU010736499.1	575000	473	0.094552
(767,1397)(279412,280053)(250000,300000)	JASDQU010736507.1	275000	632	0.655364
(1398,2135)(329818,330776)(300000,350000)	JASDQU010736507.1	325000	739	0.111572
(245,757)(230012,245275)(200000,250000)	JASDQU010736510.1	225000	514	0.044708
(926,1048)(168601,168749)(150000,200000)	JASDQU010736530.1	175000	124	0.043915
(41,548)(172609,198205)(150000,200000)	JASDQU010736542.1	175000	509	0.067682
(48,159)(140705,140839)(100000,150000)	JASDQU010736555.1	125000	113	0.281503
(160,1471)(156102,157846)(150000,200000)	JASDQU010736555.1	175000	1313	0.499752
(48,745)(261862,262620)(250000,300000)	JASDQU010736567.1	275000	699	0.501134
(746,1210)(378344,378819)(350000,400000)	JASDQU010736567.1	375000	466	0.468246
(369,1068)(108251,108956)(100000,150000)	JASDQU010736569.1	125000	701	0.823634
(1069,1467)(226940,227350)(200000,250000)	JASDQU010736569.1	225000	400	0.014602
(546,1404)(179899,180788)(150000,200000)	JASDQU010736570.1	175000	860	0.253654
(446,535)(319735,319827)(300000,350000)	JASDQU010736584.1	325000	91	0.041100
(536,1382)(363338,384831)(350000,400000)	JASDQU010736584.1	375000	848	0.169942
(329,1298)(65696,66675)(50000,100000)	JASDQU010736605.1	75000	971	0.195847
(139,316)(247347,247686)(200000,250000)	JASDQU010736615.1	225000	179	0.065054
(317,432)(324382,324538)(300000,350000)	JASDQU010736615.1	325000	117	0.114997
(433,1494)(548788,549999)(500000,550000)	JASDQU010736615.1	525000	1063	0.642984
(1880,6778)(222346,248737)(200000,250000)	JASDQU010736616.1	225000	4900	0.337507
(6779,6787)(349986,349999)(300000,350000)	JASDQU010736616.1	325000	10	0.169288
(6788,7044)(350000,389188)(350000,400000)	JASDQU010736616.1	375000	258	0.082904
(7045,7264)(418454,418688)(400000,450000)	JASDQU010736616.1	425000	221	0.019697
(7265,7382)(474664,474798)(450000,500000)	JASDQU010736616.1	475000	119	0.036294
(18,143)(159238,159364)(150000,200000)	JASDQU010736621.1	175000	127	0.000661
(661,1078)(359614,380350)(350000,400000)	JASDQU010736624.1	375000	419	0.054110
(480,972)(239033,239627)(200000,250000)	JASDQU010736634.1	225000	494	0.539010
(46,827)(210677,211475)(200000,250000)	JASDQU010736651.1	225000	783	0.122155
(828,1531)(287779,288487)(250000,300000)	JASDQU010736651.1	275000	705	0.905041
(76,76)(325534,325534)(300000,350000)	JASDQU010736675.1	325000	2	0.047406
(890,3585)(57455,63010)(50000,100000)	JASDQU010736676.1	75000	2697	0.779310
(250,459)(279072,279330)(250000,300000)	JASDQU010736680.1	275000	211	0.069611
(460,1371)(302787,303716)(300000,350000)	JASDQU010736680.1	325000	913	0.509856
(1178,1594)(169525,192688)(150000,200000)	JASDQU010736690.1	175000	418	0.084064
(574,2136)(208132,219782)(200000,250000)	JASDQU010736692.1	225000	1564	0.102093
(2137,2697)(270625,271241)(250000,300000)	JASDQU010736692.1	275000	562	0.475378
(2698,2817)(491948,492072)(450000,500000)	JASDQU010736692.1	475000	121	0.295238
(2818,2911)(618733,618842)(600000,650000)	JASDQU010736692.1	625000	95	0.071726
(2912,3667)(773402,792770)(750000,800000)	JASDQU010736692.1	775000	757	0.383913
(78,360)(461785,491515)(450000,500000)	JASDQU010736717.1	475000	284	0.080671
(543,587)(339522,339602)(300000,350000)	JASDQU010736718.1	325000	46	0.847771
(588,1060)(366553,367127)(350000,400000)	JASDQU010736718.1	375000	474	0.784500
(364,1642)(351166,352495)(350000,400000)	JASDQU010736720.1	375000	1280	0.372737
(96,815)(69841,70923)(50000,100000)	JASDQU010736755.1	75000	721	0.649459
(3,545)(173186,173830)(150000,200000)	JASDQU010736757.1	175000	544	0.026826
(621,1146)(78645,79191)(50000,100000)	JASDQU010736771.1	75000	527	0.030345
(235,1708)(55566,81635)(50000,100000)	JASDQU010736778.1	75000	1475	0.771321
(1709,4411)(235148,237977)(200000,250000)	JASDQU010736778.1	225000	2704	0.844207
(4095,5740)(50771,55716)(50000,100000)	JASDQU010736780.1	75000	1647	0.656071
(5741,6250)(207071,207580)(200000,250000)	JASDQU010736780.1	225000	511	0.156426
(309,1035)(109859,124622)(100000,150000)	JASDQU010736784.1	125000	728	0.338422
(56,115)(161888,161965)(150000,200000)	JASDQU010736808.1	175000	61	0.100681
(282,1659)(66288,75569)(50000,100000)	JASDQU010736810.1	75000	1379	0.100353
(598,737)(56976,57135)(50000,100000)	JASDQU010736818.1	75000	141	0.212758
(738,1359)(145449,148338)(100000,150000)	JASDQU010736818.1	125000	623	0.023446
(1481,1502)(68977,69011)(50000,100000)	JASDQU010736822.1	75000	23	0.046737
(614,1660)(227394,229004)(200000,250000)	JASDQU010736832.1	225000	1048	0.594041
(1661,2939)(308797,320796)(300000,350000)	JASDQU010736832.1	325000	1280	0.631226
(2940,4170)(366841,369737)(350000,400000)	JASDQU010736832.1	375000	1232	0.741585
(52,841)(121505,122322)(100000,150000)	JASDQU010736834.1	125000	791	0.515930
(2894,2923)(165420,165500)(150000,200000)	JASDQU010736845.1	175000	31	0.119652
(600,1463)(104666,142461)(100000,150000)	JASDQU010736850.1	125000	865	0.417012
(464,549)(189822,189932)(150000,200000)	JASDQU010736852.1	175000	87	0.050098
(71,138)(207268,207352)(200000,250000)	JASDQU010736856.1	225000	69	0.051093
(110,300)(347482,347681)(300000,350000)	JASDQU010736857.1	325000	192	0.662481
(301,1029)(482214,482975)(450000,500000)	JASDQU010736857.1	475000	730	0.064535
(209,387)(59000,59204)(50000,100000)	JASDQU010736858.1	75000	180	0.065936
(1249,1594)(107257,107603)(100000,150000)	JASDQU010736859.1	125000	347	0.037604
(61,1594)(137156,138693)(100000,150000)	JASDQU010736887.1	125000	1535	0.368101
(1595,1629)(155569,155607)(150000,200000)	JASDQU010736887.1	175000	36	0.123836
(346,861)(147084,147638)(100000,150000)	JASDQU010736912.1	125000	517	0.216879
(147,227)(191698,191799)(150000,200000)	JASDQU010736917.1	175000	82	0.290824
(5698,6384)(50102,63049)(50000,100000)	JASDQU010736919.1	75000	688	0.787614
(37,768)(79539,80308)(50000,100000)	JASDQU010736920.1	75000	733	0.416209
(1646,4412)(200620,204164)(200000,250000)	JASDQU010736921.1	225000	2768	0.446561
(4413,4642)(384996,385266)(350000,400000)	JASDQU010736921.1	375000	231	0.060702
(4643,4654)(449980,449999)(400000,450000)	JASDQU010736921.1	425000	13	0.099414
(943,1031)(93075,93197)(50000,100000)	JASDQU010736931.1	75000	90	0.160202
(1051,1074)(446543,446574)(400000,450000)	JASDQU010736940.1	425000	25	0.108361
(12,843)(74597,75484)(50000,100000)	JASDQU010736944.1	75000	833	0.599637
(118,425)(50043,50967)(50000,100000)	JASDQU010736949.1	75000	309	0.223654
(57,1003)(140769,141751)(100000,150000)	JASDQU010737017.1	125000	948	0.488811
(18,23)(218043,218049)(200000,250000)	JASDQU010737019.1	225000	7	0.055993
(24,37)(419590,419604)(400000,450000)	JASDQU010737019.1	425000	15	0.096338
(38,614)(468529,487849)(450000,500000)	JASDQU010737019.1	475000	578	0.386827
(615,1024)(526025,526548)(500000,550000)	JASDQU010737019.1	525000	411	0.302315
(1025,1822)(612248,628524)(600000,650000)	JASDQU010737019.1	625000	799	0.347135
(1134,3313)(200462,237484)(200000,250000)	JASDQU010737021.1	225000	2181	0.205904
(1974,2914)(227622,231087)(200000,250000)	JASDQU010737061.1	225000	942	0.131120
(748,807)(194219,194348)(150000,200000)	JASDQU010737067.1	175000	61	0.175880
(972,1610)(133272,133916)(100000,150000)	JASDQU010737114.1	125000	640	0.688293
(261,3118)(60130,81906)(50000,100000)	JASDQU010737126.1	75000	2859	0.059789
(169,813)(322925,344266)(300000,350000)	JASDQU010737131.1	325000	646	0.083553
(1310,2074)(114083,115280)(100000,150000)	JASDQU010737147.1	125000	766	0.313778
(842,1305)(255657,293502)(250000,300000)	JASDQU010737177.1	275000	465	0.490934
(803,2406)(50475,70240)(50000,100000)	JASDQU010737195.1	75000	1605	0.764221
(207,3701)(56946,80587)(50000,100000)	JASDQU010737211.1	75000	3496	0.473787
(10850,11987)(250439,251577)(250000,300000)	JASDQU010737219.1	275000	1139	0.497775
(73,385)(100018,132313)(100000,150000)	JASDQU010737222.1	125000	314	0.109309
(386,393)(280270,280278)(250000,300000)	JASDQU010737222.1	275000	9	0.008622
(736,2958)(238209,240660)(200000,250000)	JASDQU010737237.1	225000	2224	0.544772
(2959,4130)(250169,251377)(250000,300000)	JASDQU010737237.1	275000	1173	0.500063
(1961,2127)(72523,72854)(50000,100000)	JASDQU010737240.1	75000	168	0.015066
(2128,2285)(226083,226370)(200000,250000)	JASDQU010737240.1	225000	159	0.036746
(2286,2868)(357712,358467)(350000,400000)	JASDQU010737240.1	375000	584	0.002716
(322,1277)(83442,84400)(50000,100000)	JASDQU010737248.1	75000	957	0.288471
(122,254)(168476,168619)(150000,200000)	JASDQU010737251.1	175000	134	0.057291
(255,1321)(363623,364764)(350000,400000)	JASDQU010737251.1	375000	1068	0.424532
(1900,3412)(50000,54576)(50000,100000)	JASDQU010737271.1	75000	1514	0.476276
(428,556)(260599,260730)(250000,300000)	JASDQU010737287.1	275000	130	0.067808
(557,628)(313520,313602)(300000,350000)	JASDQU010737287.1	325000	73	0.105701
(980,1307)(75045,75595)(50000,100000)	JASDQU010737288.1	75000	329	-0.001066
(138,810)(171260,174527)(150000,200000)	JASDQU010737290.1	175000	674	0.053369
(3094,4704)(443677,449999)(400000,450000)	JASDQU010737307.1	425000	1612	0.380211
(359,602)(67816,68245)(50000,100000)	JASDQU010737313.1	75000	245	0.044948
(2149,2532)(149115,149559)(100000,150000)	JASDQU010737323.1	125000	385	0.918432
(2533,4350)(183926,191577)(150000,200000)	JASDQU010737323.1	175000	1819	0.791287
(1813,2995)(200000,225722)(200000,250000)	JASDQU010737329.1	225000	1184	0.609964
(2996,3126)(280740,281055)(250000,300000)	JASDQU010737329.1	275000	132	0.049198
(766,1177)(100186,100605)(100000,150000)	JASDQU010737333.1	125000	413	0.114554
(413,547)(186302,186447)(150000,200000)	JASDQU010737338.1	175000	136	0.129568
(154,874)(50000,51170)(50000,100000)	JASDQU010737345.1	75000	722	0.123485
(1090,1417)(105819,106818)(100000,150000)	JASDQU010737364.1	125000	329	0.413925
(74,130)(162262,162344)(150000,200000)	JASDQU010737380.1	175000	58	0.094923
(98,1088)(66870,87985)(50000,100000)	JASDQU010737381.1	75000	992	0.805592
(1089,3251)(155386,193743)(150000,200000)	JASDQU010737381.1	175000	2164	0.834007
(100,903)(58555,59701)(50000,100000)	JASDQU010737395.1	75000	805	0.300305
(181,257)(279595,279676)(250000,300000)	JASDQU010737398.1	275000	78	0.028235
(89,751)(320613,321287)(300000,350000)	JASDQU010737411.1	325000	664	0.615383
(752,1449)(370282,379562)(350000,400000)	JASDQU010737411.1	375000	699	0.701149
(1450,3206)(400415,402961)(400000,450000)	JASDQU010737411.1	425000	1758	0.655843
(3207,3370)(493447,493694)(450000,500000)	JASDQU010737411.1	475000	165	0.059852
(2465,2569)(193981,194113)(150000,200000)	JASDQU010737414.1	175000	106	0.036529
(2570,2876)(343969,344367)(300000,350000)	JASDQU010737414.1	325000	308	0.053415
(2877,4017)(378775,380014)(350000,400000)	JASDQU010737414.1	375000	1142	0.815538
(4018,4321)(418054,418526)(400000,450000)	JASDQU010737414.1	425000	305	0.842856
(4322,4334)(561286,561301)(550000,600000)	JASDQU010737414.1	575000	14	0.149834
(10,16)(327789,327799)(300000,350000)	JASDQU010737418.1	325000	8	-0.010353
(946,3307)(53741,99061)(50000,100000)	JASDQU010737473.1	75000	2363	0.734121
(137,761)(140773,141407)(100000,150000)	JASDQU010737474.1	125000	626	0.036321
(341,526)(74342,98277)(50000,100000)	JASDQU010737488.1	75000	187	0.031352
(1944,5520)(50232,95484)(50000,100000)	JASDQU010737489.1	75000	3578	0.725623
(6,517)(90484,91006)(50000,100000)	JASDQU010737508.1	75000	513	0.192277
(518,925)(117080,133169)(100000,150000)	JASDQU010737508.1	125000	409	0.033440
(490,662)(55332,55505)(50000,100000)	JASDQU010737520.1	75000	174	0.433419
(663,793)(115492,115622)(100000,150000)	JASDQU010737520.1	125000	132	0.006900
(794,1252)(152936,153479)(150000,200000)	JASDQU010737520.1	175000	460	0.379261
(257,669)(293355,293922)(250000,300000)	JASDQU010737536.1	275000	414	0.017689
(670,820)(378145,378298)(350000,400000)	JASDQU010737536.1	375000	152	0.125106
(36,154)(50404,50543)(50000,100000)	JASDQU010737549.1	75000	120	0.008862
(155,184)(198809,198856)(150000,200000)	JASDQU010737549.1	175000	31	0.054136
(185,515)(240993,241330)(200000,250000)	JASDQU010737549.1	225000	332	0.018640
(443,7164)(51681,99780)(50000,100000)	JASDQU010737551.1	75000	6723	0.813021
(2204,2698)(214209,214729)(200000,250000)	JASDQU010737562.1	225000	496	0.173523
(45,182)(189558,189696)(150000,200000)	JASDQU010737580.1	175000	139	0.059090
(115,1104)(246320,247314)(200000,250000)	JASDQU010737584.1	225000	991	0.241584
(468,585)(321587,321728)(300000,350000)	JASDQU010737599.1	325000	119	0.110718
(1446,1805)(299081,299482)(250000,300000)	JASDQU010737607.1	275000	361	0.706031
(654,740)(55706,55793)(50000,100000)	JASDQU010737612.1	75000	88	0.816684
(20,2715)(104628,108792)(100000,150000)	JASDQU010737634.1	125000	2697	0.639228
(14,101)(323984,324096)(300000,350000)	JASDQU010737637.1	325000	89	0.137115
(102,561)(443555,444416)(400000,450000)	JASDQU010737637.1	425000	461	0.025055
(74,1503)(141000,142503)(100000,150000)	JASDQU010737639.1	125000	1431	0.601294
